"","Timepoints","Equilibrium"
"1",1,12
"2",2,12
"3",3,12
"4",4,12
"5",5,11
"6",6,12
"7",7,12
"8",8,11
"9",9,11
"10",10,10
"11",11,10
"12",12,10
"13",13,11
"14",14,11
"15",15,11
"16",16,11
"17",17,12
"18",18,12
"19",19,12
"20",20,13
"21",21,13
"22",22,13
"23",23,13
"24",24,13
"25",25,13
"26",26,13
"27",27,13
"28",28,12
"29",29,12
"30",30,12
"31",31,12
"32",32,12
"33",33,12
"34",34,12
"35",35,12
"36",36,12
"37",37,12
"38",38,12
"39",39,13
"40",40,14
"41",41,14
"42",42,14
"43",43,14
"44",44,15
"45",45,15
"46",46,15
"47",47,15
"48",48,15
"49",49,14
"50",50,13
"51",51,13
"52",52,12
"53",53,11
"54",54,12
"55",55,11
"56",56,12
"57",57,12
"58",58,11
"59",59,11
"60",60,11
"61",61,12
"62",62,12
"63",63,12
"64",64,11
"65",65,11
"66",66,12
"67",67,11
"68",68,12
"69",69,12
"70",70,12
"71",71,12
"72",72,12
"73",73,12
"74",74,12
"75",75,12
"76",76,12
"77",77,12
"78",78,12
"79",79,12
"80",80,12
"81",81,13
"82",82,13
"83",83,14
"84",84,14
"85",85,13
"86",86,14
"87",87,14
"88",88,14
"89",89,14
"90",90,14
"91",91,15
"92",92,15
"93",93,15
"94",94,15
"95",95,15
"96",96,15
"97",97,15
"98",98,15
"99",99,15
"100",100,15
"101",101,15
"102",102,15
"103",103,15
"104",104,16
"105",105,16
"106",106,16
"107",107,15
"108",108,15
"109",109,15
"110",110,15
"111",111,15
"112",112,15
"113",113,15
"114",114,15
"115",115,15
"116",116,15
"117",117,15
"118",118,14
"119",119,14
"120",120,14
"121",121,15
"122",122,15
"123",123,16
"124",124,16
"125",125,15
"126",126,15
"127",127,15
"128",128,15
"129",129,15
"130",130,16
"131",131,16
"132",132,15
"133",133,15
"134",134,15
"135",135,15
"136",136,15
"137",137,15
"138",138,15
"139",139,15
"140",140,16
"141",141,16
"142",142,16
"143",143,15
"144",144,15
"145",145,15
"146",146,15
"147",147,15
"148",148,14
"149",149,15
"150",150,15
"151",151,14
"152",152,14
"153",153,14
"154",154,14
"155",155,14
"156",156,14
"157",157,14
"158",158,14
"159",159,14
"160",160,14
"161",161,14
"162",162,14
"163",163,14
"164",164,14
"165",165,14
"166",166,14
"167",167,14
"168",168,14
"169",169,14
"170",170,14
"171",171,14
"172",172,14
"173",173,14
"174",174,14
"175",175,14
"176",176,14
"177",177,14
"178",178,14
"179",179,13
"180",180,13
"181",181,13
"182",182,13
"183",183,13
"184",184,13
"185",185,13
"186",186,13
"187",187,13
"188",188,13
"189",189,13
"190",190,14
"191",191,14
"192",192,14
"193",193,15
"194",194,15
"195",195,15
"196",196,15
"197",197,15
"198",198,15
"199",199,16
"200",200,16
"201",201,15
"202",202,15
"203",203,15
"204",204,16
"205",205,16
"206",206,16
"207",207,15
"208",208,15
"209",209,14
"210",210,14
"211",211,13
"212",212,13
"213",213,13
"214",214,13
"215",215,13
"216",216,13
"217",217,13
"218",218,13
"219",219,13
"220",220,13
"221",221,12
"222",222,12
"223",223,12
"224",224,12
"225",225,12
"226",226,12
"227",227,12
"228",228,12
"229",229,12
"230",230,12
"231",231,12
"232",232,13
"233",233,13
"234",234,13
"235",235,13
"236",236,14
"237",237,14
"238",238,15
"239",239,15
"240",240,16
"241",241,16
"242",242,15
"243",243,15
"244",244,15
"245",245,14
"246",246,14
"247",247,14
"248",248,14
"249",249,14
"250",250,13
"251",251,13
"252",252,14
"253",253,14
"254",254,14
"255",255,14
"256",256,14
"257",257,14
"258",258,14
"259",259,14
"260",260,15
"261",261,15
"262",262,16
"263",263,16
"264",264,16
"265",265,16
"266",266,16
"267",267,16
"268",268,17
"269",269,17
"270",270,17
"271",271,18
"272",272,18
"273",273,18
"274",274,18
"275",275,17
"276",276,16
"277",277,17
"278",278,17
"279",279,16
"280",280,16
"281",281,16
"282",282,16
"283",283,15
"284",284,15
"285",285,15
"286",286,15
"287",287,15
"288",288,15
"289",289,15
"290",290,15
"291",291,15
"292",292,15
"293",293,15
"294",294,15
"295",295,15
"296",296,15
"297",297,15
"298",298,15
"299",299,16
"300",300,16
"301",301,15
"302",302,15
"303",303,15
"304",304,14
"305",305,15
"306",306,15
"307",307,15
"308",308,15
"309",309,15
"310",310,15
"311",311,16
"312",312,16
"313",313,17
"314",314,17
"315",315,17
"316",316,17
"317",317,17
"318",318,17
"319",319,17
"320",320,17
"321",321,17
"322",322,17
"323",323,18
"324",324,18
"325",325,18
"326",326,18
"327",327,18
"328",328,18
"329",329,18
"330",330,18
"331",331,18
"332",332,18
"333",333,18
"334",334,18
"335",335,18
"336",336,18
"337",337,18
"338",338,18
"339",339,18
"340",340,18
"341",341,18
"342",342,18
"343",343,19
"344",344,19
"345",345,19
"346",346,19
"347",347,19
"348",348,19
"349",349,19
"350",350,19
"351",351,19
"352",352,19
"353",353,19
"354",354,18
"355",355,18
"356",356,18
"357",357,18
"358",358,18
"359",359,18
"360",360,18
"361",361,18
"362",362,19
"363",363,19
"364",364,19
"365",365,19
"366",366,19
"367",367,19
"368",368,20
"369",369,20
"370",370,20
"371",371,20
"372",372,20
"373",373,20
"374",374,20
"375",375,20
"376",376,20
"377",377,20
"378",378,20
"379",379,20
"380",380,20
"381",381,20
