"","Timepoints","Equilibrium"
"1",1,12
"2",2,12
"3",3,11
"4",4,11
"5",5,10
"6",6,11
"7",7,11
"8",8,10
"9",9,10
"10",10,9
"11",11,9
"12",12,9
"13",13,9
"14",14,9
"15",15,9
"16",16,9
"17",17,10
"18",18,11
"19",19,11
"20",20,12
"21",21,12
"22",22,12
"23",23,13
"24",24,13
"25",25,13
"26",26,13
"27",27,13
"28",28,13
"29",29,13
"30",30,13
"31",31,13
"32",32,13
"33",33,13
"34",34,12
"35",35,12
"36",36,12
"37",37,12
"38",38,12
"39",39,13
"40",40,14
"41",41,14
"42",42,14
"43",43,14
"44",44,15
"45",45,15
"46",46,16
"47",47,16
"48",48,16
"49",49,15
"50",50,14
"51",51,14
"52",52,14
"53",53,13
"54",54,14
"55",55,14
"56",56,15
"57",57,15
"58",58,15
"59",59,15
"60",60,15
"61",61,16
"62",62,16
"63",63,16
"64",64,15
"65",65,16
"66",66,17
"67",67,17
"68",68,17
"69",69,17
"70",70,17
"71",71,17
"72",72,17
"73",73,17
"74",74,17
"75",75,17
"76",76,17
"77",77,17
"78",78,17
"79",79,17
"80",80,17
"81",81,18
"82",82,18
"83",83,18
"84",84,18
"85",85,17
"86",86,18
"87",87,18
"88",88,18
"89",89,18
"90",90,18
"91",91,19
"92",92,19
"93",93,19
"94",94,19
"95",95,19
"96",96,19
"97",97,19
"98",98,19
"99",99,19
"100",100,19
"101",101,19
"102",102,19
"103",103,19
"104",104,19
"105",105,19
"106",106,19
"107",107,18
"108",108,18
"109",109,18
"110",110,18
"111",111,18
"112",112,18
"113",113,18
"114",114,18
"115",115,18
"116",116,18
"117",117,19
"118",118,18
"119",119,18
"120",120,18
"121",121,19
"122",122,19
"123",123,19
"124",124,19
"125",125,19
"126",126,19
"127",127,19
"128",128,19
"129",129,19
"130",130,19
"131",131,19
"132",132,19
"133",133,19
"134",134,19
"135",135,19
"136",136,19
"137",137,19
"138",138,19
"139",139,19
"140",140,20
"141",141,20
"142",142,20
"143",143,19
"144",144,19
"145",145,19
"146",146,19
"147",147,19
"148",148,19
"149",149,19
"150",150,19
"151",151,19
"152",152,19
"153",153,19
"154",154,19
"155",155,19
"156",156,19
"157",157,19
"158",158,19
"159",159,19
"160",160,19
"161",161,19
"162",162,19
"163",163,19
"164",164,19
"165",165,19
"166",166,19
"167",167,19
"168",168,19
"169",169,19
"170",170,19
"171",171,19
"172",172,19
"173",173,19
"174",174,19
"175",175,19
"176",176,19
"177",177,19
"178",178,19
"179",179,19
"180",180,19
"181",181,19
"182",182,19
"183",183,19
"184",184,19
"185",185,19
"186",186,19
"187",187,19
"188",188,19
"189",189,19
"190",190,19
"191",191,19
"192",192,19
"193",193,19
"194",194,19
"195",195,19
"196",196,19
"197",197,19
"198",198,19
"199",199,19
"200",200,19
"201",201,18
"202",202,18
"203",203,18
"204",204,18
"205",205,18
"206",206,18
"207",207,17
"208",208,17
"209",209,17
"210",210,17
"211",211,16
"212",212,16
"213",213,17
"214",214,17
"215",215,17
"216",216,17
"217",217,17
"218",218,17
"219",219,17
"220",220,17
"221",221,17
"222",222,17
"223",223,17
"224",224,17
"225",225,17
"226",226,17
"227",227,17
"228",228,17
"229",229,17
"230",230,17
"231",231,17
"232",232,17
"233",233,17
"234",234,17
"235",235,17
"236",236,18
"237",237,18
"238",238,19
"239",239,19
"240",240,18
"241",241,18
"242",242,18
"243",243,18
"244",244,18
"245",245,18
"246",246,18
"247",247,18
"248",248,18
"249",249,18
"250",250,18
"251",251,18
"252",252,18
"253",253,18
"254",254,18
"255",255,18
"256",256,18
"257",257,18
"258",258,18
"259",259,18
"260",260,18
"261",261,18
"262",262,18
"263",263,18
"264",264,18
"265",265,18
"266",266,18
"267",267,18
"268",268,18
"269",269,18
"270",270,18
"271",271,19
"272",272,19
"273",273,19
"274",274,19
"275",275,18
"276",276,17
"277",277,17
"278",278,17
"279",279,17
"280",280,17
"281",281,17
"282",282,17
"283",283,17
"284",284,17
"285",285,17
"286",286,17
"287",287,17
"288",288,17
"289",289,17
"290",290,17
"291",291,17
"292",292,17
"293",293,17
"294",294,17
"295",295,17
"296",296,17
"297",297,16
"298",298,16
"299",299,16
"300",300,16
"301",301,16
"302",302,16
"303",303,16
"304",304,15
"305",305,15
"306",306,14
"307",307,14
"308",308,14
"309",309,13
"310",310,13
"311",311,13
"312",312,12
"313",313,13
"314",314,13
"315",315,13
"316",316,13
"317",317,13
"318",318,13
"319",319,13
"320",320,13
"321",321,13
"322",322,13
"323",323,13
"324",324,14
"325",325,14
"326",326,14
"327",327,14
"328",328,14
"329",329,14
"330",330,14
"331",331,13
"332",332,13
"333",333,13
"334",334,13
"335",335,13
"336",336,13
"337",337,13
"338",338,13
"339",339,13
"340",340,13
"341",341,13
"342",342,13
"343",343,13
"344",344,12
"345",345,12
"346",346,12
"347",347,12
"348",348,12
"349",349,12
"350",350,12
"351",351,12
"352",352,12
"353",353,12
"354",354,11
"355",355,11
"356",356,11
"357",357,11
"358",358,11
"359",359,12
"360",360,12
"361",361,12
"362",362,13
"363",363,13
"364",364,13
"365",365,13
"366",366,13
"367",367,13
"368",368,13
"369",369,13
"370",370,13
"371",371,13
"372",372,13
"373",373,13
"374",374,13
"375",375,13
"376",376,13
"377",377,13
"378",378,13
"379",379,13
"380",380,13
"381",381,13
