"","Timepoints","Equilibrium","Perturbations"
"837",837,7,0
"838",838,7,1
"839",839,6,0
"840",840,6,0
"841",841,6,0
"842",842,7,0
"843",843,7,0
"844",844,6,0
"845",845,6,0
"846",846,6,0
"847",847,6,0
"848",848,6,0
"849",849,6,0
"850",850,6,0
"851",851,6,0
"852",852,6,0
"853",853,7,0
"854",854,7,0
"855",855,7,0
"856",856,7,0
"857",857,7,1
"858",858,7,1
"859",859,7,1
"860",860,7,1
"861",861,7,1
"862",862,7,1
"863",863,7,1
"864",864,7,1
"865",865,7,2
"866",866,7,2
"867",867,6,2
"868",868,6,2
"869",869,6,2
"870",870,6,2
"871",871,6,2
"872",872,6,2
"873",873,6,2
"874",874,7,2
"875",875,7,2
"876",876,7,2
"877",877,8,2
"878",878,8,3
"879",879,8,2
"880",880,9,2
"881",881,9,1
"882",882,9,1
"883",883,9,1
"884",884,8,1
"885",885,9,1
"886",886,9,1
"887",887,9,1
"888",888,9,1
"889",889,9,1
"890",890,9,1
"891",891,9,1
"892",892,9,1
"893",893,9,1
"894",894,8,0
"895",895,7,0
"896",896,7,0
"897",897,7,0
"898",898,8,0
"899",899,8,0
"900",900,8,0
"901",901,8,0
"902",902,8,0
"903",903,7,0
"904",904,7,0
"905",905,8,1
"906",906,8,1
"907",907,8,1
"908",908,7,1
"909",909,7,1
"910",910,7,1
"911",911,7,1
"912",912,6,1
"913",913,6,1
"914",914,6,1
"915",915,6,1
"916",916,6,1
"917",917,5,1
"918",918,5,1
"919",919,4,1
"920",920,3,1
"921",921,3,1
"922",922,3,1
"923",923,4,1
"924",924,4,1
"925",925,4,1
"926",926,4,1
"927",927,4,1
"928",928,4,2
"929",929,4,2
"930",930,4,2
"931",931,4,2
"932",932,4,2
"933",933,4,2
"934",934,4,2
"935",935,4,2
"936",936,4,2
"937",937,4,2
"938",938,4,2
"939",939,3,2
"940",940,3,2
"941",941,3,1
"942",942,3,1
"943",943,3,1
"944",944,3,1
"945",945,3,1
"946",946,3,1
"947",947,4,1
"948",948,4,2
"949",949,4,2
"950",950,4,2
"951",951,4,2
"952",952,4,2
"953",953,3,2
"954",954,3,2
"955",955,3,2
"956",956,3,2
"957",957,3,3
"958",958,3,3
"959",959,3,3
"960",960,3,3
"961",961,3,3
"962",962,3,3
"963",963,3,4
"964",964,4,4
"965",965,4,4
"966",966,4,4
"967",967,4,4
"968",968,3,4
"969",969,4,4
"970",970,4,4
"971",971,3,4
"972",972,3,4
"973",973,3,4
"974",974,3,4
"975",975,3,4
"976",976,3,4
"977",977,3,4
"978",978,3,4
"979",979,3,4
"980",980,3,5
"981",981,3,5
"982",982,3,5
"983",983,3,5
"984",984,3,4
"985",985,3,4
"986",986,3,4
"987",987,3,4
"988",988,3,4
"989",989,3,3
"990",990,3,4
"991",991,4,4
"992",992,4,4
"993",993,4,4
"994",994,4,4
"995",995,3,4
"996",996,3,4
"997",997,3,4
"998",998,3,3
"999",999,3,3
"1000",1000,2,21
"1001",1001,2,21
"1002",1002,2,21
"1003",1003,2,21
"1004",1004,2,21
"1005",1005,2,21
"1006",1006,2,21
"1007",1007,2,21
"1008",1008,2,21
"1009",1009,2,21
"1010",1010,3,21
"1011",1011,3,21
"1012",1012,2,21
"1013",1013,2,21
"1014",1014,2,21
"1015",1015,1,21
"1016",1016,1,21
"1017",1017,1,21
"1018",1018,1,21
"1019",1019,1,21
"1020",1020,0,21
"1021",1021,0,21
"1022",1022,0,21
"1023",1023,0,21
"1024",1024,1,21
"1025",1025,1,21
"1026",1026,1,21
"1027",1027,2,21
"1028",1028,2,21
"1029",1029,2,21
"1030",1030,2,20
"1031",1031,2,20
"1032",1032,2,20
"1033",1033,2,19
"1034",1034,2,19
"1035",1035,3,19
"1036",1036,3,19
"1037",1037,3,19
"1038",1038,3,19
"1039",1039,2,19
"1040",1040,1,19
"1041",1041,1,19
"1042",1042,1,19
"1043",1043,1,20
"1044",1044,1,20
"1045",1045,1,20
"1046",1046,1,19
"1047",1047,1,20
"1048",1048,1,20
"1049",1049,1,20
"1050",1050,1,20
"1051",1051,1,20
"1052",1052,2,20
"1053",1053,3,19
"1054",1054,3,19
"1055",1055,4,19
"1056",1056,4,19
"1057",1057,4,19
"1058",1058,4,19
"1059",1059,4,19
"1060",1060,4,19
"1061",1061,4,19
"1062",1062,4,19
"1063",1063,4,19
"1064",1064,4,19
"1065",1065,4,19
"1066",1066,3,19
"1067",1067,3,19
"1068",1068,2,20
"1069",1069,1,20
"1070",1070,1,20
"1071",1071,2,20
"1072",1072,2,20
"1073",1073,3,20
"1074",1074,4,20
"1075",1075,4,20
"1076",1076,3,20
"1077",1077,3,20
"1078",1078,3,20
"1079",1079,3,19
"1080",1080,3,20
"1081",1081,3,20
"1082",1082,3,20
"1083",1083,3,20
"1084",1084,3,20
"1085",1085,3,20
"1086",1086,4,20
"1087",1087,4,20
"1088",1088,5,20
"1089",1089,5,20
"1090",1090,5,20
"1091",1091,5,20
"1092",1092,5,20
"1093",1093,5,20
"1094",1094,5,20
"1095",1095,5,20
"1096",1096,5,20
"1097",1097,5,20
"1098",1098,5,20
"1099",1099,6,19
"1100",1100,6,20
"1101",1101,6,20
"1102",1102,6,20
"1103",1103,6,20
"1104",1104,6,20
"1105",1105,6,20
"1106",1106,6,20
"1107",1107,6,20
"1108",1108,6,21
"1109",1109,6,21
"1110",1110,6,21
"1111",1111,6,20
"1112",1112,7,20
"1113",1113,7,20
"1114",1114,6,20
"1115",1115,6,20
"1116",1116,6,20
"1117",1117,5,20
"1118",1118,5,20
"1119",1119,5,20
"1120",1120,5,20
"1121",1121,5,20
"1122",1122,5,19
"1123",1123,5,18
"1124",1124,5,18
"1125",1125,6,18
"1126",1126,5,18
"1127",1127,5,18
"1128",1128,5,18
"1129",1129,5,18
"1130",1130,6,17
"1131",1131,5,17
"1132",1132,4,17
"1133",1133,3,17
"1134",1134,3,17
"1135",1135,3,17
"1136",1136,3,17
"1137",1137,2,17
"1138",1138,2,17
"1139",1139,2,17
"1140",1140,2,17
"1141",1141,2,16
"1142",1142,2,16
"1143",1143,2,16
"1144",1144,1,16
"1145",1145,1,16
"1146",1146,1,16
"1147",1147,1,16
"1148",1148,1,16
"1149",1149,1,16
"1150",1150,1,17
"1151",1151,1,17
"1152",1152,1,17
"1153",1153,1,17
"1154",1154,1,17
"1155",1155,1,18
"1156",1156,1,18
"1157",1157,1,18
"1158",1158,2,18
"1159",1159,2,18
